district_en,district_th,amphure_en,amphure_th,province_en,province_th,zipcode,province_code,district_code,amphure_code,geo_code
Thung Phueng,ทุ่งพึ่ง,Nong Khayang,หนองขาหย่าง,Uthai Thani,อุทัยธานี,61130,61,610505,6105,2
Tha Pho,ท่าโพ,Nong Khayang,หนองขาหย่าง,Uthai Thani,อุทัยธานี,61130,61,610506,6105,2
Mok Thaeo,หมกแถว,Nong Khayang,หนองขาหย่าง,Uthai Thani,อุทัยธานี,61130,61,610507,6105,2
Lum Khao,หลุมเข้า,Nong Khayang,หนองขาหย่าง,Uthai Thani,อุทัยธานี,61130,61,610508,6105,2
Dong Kwang,ดงขวาง,Nong Khayang,หนองขาหย่าง,Uthai Thani,อุทัยธานี,61130,61,610509,6105,2
Ban Rai,บ้านไร่,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,61140,61,610601,6106,2
Thap Luang,ทัพหลวง,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,61140,61,610602,6106,2
Huai Haeng,ห้วยแห้ง,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,61140,61,610603,6106,2
Khok Khwai,คอกควาย,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,61140,61,610604,6106,2
Wang Hin,วังหิน,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,61180,61,610605,6106,2
Mueang Ka Rung,เมืองการุ้ง,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,61180,61,610606,6106,2
Kaen Makrut,แก่นมะกรูด,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,61140,61,610607,6106,2
Nong Chok,หนองจอก,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,61180,61,610609,6106,2
Hu Chang,หูช้าง,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,61180,61,610610,6106,2
Ban Bueng,บ้านบึง,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,61140,61,610611,6106,2
Ban Mai Khlong Khian,บ้านใหม่คลองเคียน,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,61180,61,610612,6106,2
Nong Bom Kluai,หนองบ่มกล้วย,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,61180,61,610613,6106,2
Chao Wat,เจ้าวัด,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,61140,61,610614,6106,2
*Huai Khot,*ห้วยคต,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,0,61,610695,6106,2
*Sukruethai,*สุขฤทัย,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,0,61,610696,6106,2
*Pa Aor,*ป่าอ้อ,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,0,61,610697,6106,2
*Pradu Yuen,*ประดู่ยืน,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,0,61,610698,6106,2
*Lan Sak,*ลานสัก,Ban Rai,บ้านไร่,Uthai Thani,อุทัยธานี,0,61,610699,6106,2
Lan Sak,ลานสัก,Lan Sak,ลานสัก,Uthai Thani,อุทัยธานี,61160,61,610701,6107,2
Pradu Yuen,ประดู่ยืน,Lan Sak,ลานสัก,Uthai Thani,อุทัยธานี,61160,61,610702,6107,2
Pa O,ป่าอ้อ,Lan Sak,ลานสัก,Uthai Thani,อุทัยธานี,61160,61,610703,6107,2
Rabam,ระบำ,Lan Sak,ลานสัก,Uthai Thani,อุทัยธานี,61160,61,610704,6107,2
Nam Rop,น้ำรอบ,Lan Sak,ลานสัก,Uthai Thani,อุทัยธานี,61160,61,610705,6107,2
Thung Na Ngam,ทุ่งนางาม,Lan Sak,ลานสัก,Uthai Thani,อุทัยธานี,61160,61,610706,6107,2
Suk Ruethai,สุขฤทัย,Huai Khot,ห้วยคต,Uthai Thani,อุทัยธานี,61170,61,610801,6108,2
Thonglang,ทองหลาง,Huai Khot,ห้วยคต,Uthai Thani,อุทัยธานี,61170,61,610802,6108,2
Huai Khot,ห้วยคต,Huai Khot,ห้วยคต,Uthai Thani,อุทัยธานี,61170,61,610803,6108,2
Nai Mueang,ในเมือง,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62000,62,620101,6201,2
Trai Trueng,ไตรตรึงษ์,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62160,62,620102,6201,2
Ang Thong,อ่างทอง,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62000,62,620103,6201,2
Na Bo Kham,นาบ่อคำ,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62000,62,620104,6201,2
Nakhon Chum,นครชุม,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62000,62,620105,6201,2
Song Tham,ทรงธรรม,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62000,62,620106,6201,2
Lan Dokmai,ลานดอกไม้,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62000,62,620107,6201,2
Lan Dok Mai Tok*,ลานดอกไม้ตก*,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,0,62,620108,6201,2
Ko Sam Pee*,โกสัมพี*,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,0,62,620109,6201,2
Nong Pling,หนองปลิง,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62000,62,620110,6201,2
Khonthi,คณฑี,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62000,62,620111,6201,2
Nikhom Thung Pho Thale,นิคมทุ่งโพธิ์ทะเล,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62000,62,620112,6201,2
Thep Nakhon,เทพนคร,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62000,62,620113,6201,2
Wang Thong,วังทอง,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62000,62,620114,6201,2
Tha Khun Ram,ท่าขุนราม,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62000,62,620115,6201,2
Phet Chompoo*,เพชรชมภู*,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,0,62,620116,6201,2
Khlong Mae Lai,คลองแม่ลาย,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62000,62,620117,6201,2
Thammarong,ธำมรงค์,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62160,62,620118,6201,2
Sa Kaeo,สระแก้ว,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,62000,62,620119,6201,2
*Nong Khla,*หนองคล้า,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,0,62,620197,6201,2
*Pong Nam Ron,*โป่งน้ำร้อน,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,0,62,620198,6201,2
*Sai Ngam,*ไทรงาม,Mueang Kamphaeng Phet,เมืองกำแพงเพชร,Kamphaeng Phet,กำแพงเพชร,0,62,620199,6201,2
Sai Ngam,ไทรงาม,Sai Ngam,ไทรงาม,Kamphaeng Phet,กำแพงเพชร,62150,62,620201,6202,2
Nong Khla,หนองคล้า,Sai Ngam,ไทรงาม,Kamphaeng Phet,กำแพงเพชร,62150,62,620202,6202,2
Nong Thong,หนองทอง,Sai Ngam,ไทรงาม,Kamphaeng Phet,กำแพงเพชร,62150,62,620203,6202,2
Nong Mai Kong,หนองไม้กอง,Sai Ngam,ไทรงาม,Kamphaeng Phet,กำแพงเพชร,62150,62,620204,6202,2
Maha Chai,มหาชัย,Sai Ngam,ไทรงาม,Kamphaeng Phet,กำแพงเพชร,62150,62,620205,6202,2
Phan Thong,พานทอง,Sai Ngam,ไทรงาม,Kamphaeng Phet,กำแพงเพชร,62150,62,620206,6202,2
Nong Mae Taeng,หนองแม่แตง,Sai Ngam,ไทรงาม,Kamphaeng Phet,กำแพงเพชร,62150,62,620207,6202,2
Khlong Nam Lai,คลองน้ำไหล,Khlong Lan,คลองลาน,Kamphaeng Phet,กำแพงเพชร,62180,62,620301,6203,2
Pong Nam Ron,โป่งน้ำร้อน,Khlong Lan,คลองลาน,Kamphaeng Phet,กำแพงเพชร,62180,62,620302,6203,2
Khlong Lan Phatthana,คลองลานพัฒนา,Khlong Lan,คลองลาน,Kamphaeng Phet,กำแพงเพชร,62180,62,620303,6203,2
Sak Ngam,สักงาม,Khlong Lan,คลองลาน,Kamphaeng Phet,กำแพงเพชร,62180,62,620304,6203,2
*Wang Cha-on,*วังชะโอน,Khanu Woralaksaburi,ขาณุวรลักษบุรี,Kamphaeng Phet,กำแพงเพชร,0,62,620401,6204,2
*Ra Han,*ระหาน,Khanu Woralaksaburi,ขาณุวรลักษบุรี,Kamphaeng Phet,กำแพงเพชร,0,62,620402,6204,2
Yang Sung,ยางสูง,Khanu Woralaksaburi,ขาณุวรลักษบุรี,Kamphaeng Phet,กำแพงเพชร,62130,62,620403,6204,2
Pa Phutsa,ป่าพุทรา,Khanu Woralaksaburi,ขาณุวรลักษบุรี,Kamphaeng Phet,กำแพงเพชร,62130,62,620404,6204,2
Saen To,แสนตอ,Khanu Woralaksaburi,ขาณุวรลักษบุรี,Kamphaeng Phet,กำแพงเพชร,62130,62,620405,6204,2
Salok Bat,สลกบาตร,Khanu Woralaksaburi,ขาณุวรลักษบุรี,Kamphaeng Phet,กำแพงเพชร,62140,62,620406,6204,2
Bo Tham,บ่อถ้ำ,Khanu Woralaksaburi,ขาณุวรลักษบุรี,Kamphaeng Phet,กำแพงเพชร,62140,62,620407,6204,2
Don Taeng,ดอนแตง,Khanu Woralaksaburi,ขาณุวรลักษบุรี,Kamphaeng Phet,กำแพงเพชร,62140,62,620408,6204,2
Wang Chaphlu,วังชะพลู,Khanu Woralaksaburi,ขาณุวรลักษบุรี,Kamphaeng Phet,กำแพงเพชร,62140,62,620409,6204,2
Khong Phai,โค้งไผ่,Khanu Woralaksaburi,ขาณุวรลักษบุรี,Kamphaeng Phet,กำแพงเพชร,62140,62,620410,6204,2
Pang Makha,ปางมะค่า,Khanu Woralaksaburi,ขาณุวรลักษบุรี,Kamphaeng Phet,กำแพงเพชร,62140,62,620411,6204,2
Wang Ham Hae,วังหามแห,Khanu Woralaksaburi,ขาณุวรลักษบุรี,Kamphaeng Phet,กำแพงเพชร,62140,62,620412,6204,2
Ko Tan,เกาะตาล,Khanu Woralaksaburi,ขาณุวรลักษบุรี,Kamphaeng Phet,กำแพงเพชร,62130,62,620413,6204,2
*Bueng Samakkhi,*บึงสามัคคี,Khanu Woralaksaburi,ขาณุวรลักษบุรี,Kamphaeng Phet,กำแพงเพชร,0,62,620414,6204,2
Khlong Khlung,คลองขลุง,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,62120,62,620501,6205,2
Tha Makhuea,ท่ามะเขือ,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,62120,62,620502,6205,2
*Thung Sai,*ทุ่งทราย,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,0,62,620503,6205,2
Tha Phutsa,ท่าพุทรา,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,62120,62,620504,6205,2
Mae Lat,แม่ลาด,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,62120,62,620505,6205,2
Wang Yang,วังยาง,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,62120,62,620506,6205,2
Wang Khaem,วังแขม,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,62120,62,620507,6205,2
Hua Thanon,หัวถนน,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,62120,62,620508,6205,2
Wang Sai,วังไทร,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,62120,62,620509,6205,2
*Pho Thong,*โพธิ์ทอง,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,0,62,620510,6205,2
*Pang Ta Wai,*ปางตาไว,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,0,62,620511,6205,2
*Thaworn Wattana,*ถาวรวัฒนา,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,0,62,620512,6205,2
Wang Bua,วังบัว,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,62120,62,620513,6205,2
*Thung Thong,*ทุ่งทอง,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,0,62,620514,6205,2
*Hin Dat,*หินดาต,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,0,62,620515,6205,2
Khlong Sombun,คลองสมบูรณ์,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,62120,62,620516,6205,2
*Thung Sai,*ทุ่งทราย,Khlong Khlung,คลองขลุง,Kamphaeng Phet,กำแพงเพชร,0,62,620599,6205,2
Phran Kratai,พรานกระต่าย,Phran Kratai,พรานกระต่าย,Kamphaeng Phet,กำแพงเพชร,62110,62,620601,6206,2
Nong Hua Wua,หนองหัววัว,Phran Kratai,พรานกระต่าย,Kamphaeng Phet,กำแพงเพชร,62110,62,620602,6206,2
Tha Mai,ท่าไม้,Phran Kratai,พรานกระต่าย,Kamphaeng Phet,กำแพงเพชร,62110,62,620603,6206,2
Wang Khuang,วังควง,Phran Kratai,พรานกระต่าย,Kamphaeng Phet,กำแพงเพชร,62110,62,620604,6206,2
Wang Tabaek,วังตะแบก,Phran Kratai,พรานกระต่าย,Kamphaeng Phet,กำแพงเพชร,62110,62,620605,6206,2
Khao Khirit,เขาคีริส,Phran Kratai,พรานกระต่าย,Kamphaeng Phet,กำแพงเพชร,62110,62,620606,6206,2
Khui Ban Ong,คุยบ้านโอง,Phran Kratai,พรานกระต่าย,Kamphaeng Phet,กำแพงเพชร,62110,62,620607,6206,2
Khlong Phikrai,คลองพิไกร,Phran Kratai,พรานกระต่าย,Kamphaeng Phet,กำแพงเพชร,62110,62,620608,6206,2
Tham Kratai Thong,ถ้ำกระต่ายทอง,Phran Kratai,พรานกระต่าย,Kamphaeng Phet,กำแพงเพชร,62110,62,620609,6206,2
Huai Yang,ห้วยยั้ง,Phran Kratai,พรานกระต่าย,Kamphaeng Phet,กำแพงเพชร,62110,62,620610,6206,2
Lan Krabue,ลานกระบือ,Lan Krabue,ลานกระบือ,Kamphaeng Phet,กำแพงเพชร,62170,62,620701,6207,2
Chong Lom,ช่องลม,Lan Krabue,ลานกระบือ,Kamphaeng Phet,กำแพงเพชร,62170,62,620702,6207,2
Nong Luang,หนองหลวง,Lan Krabue,ลานกระบือ,Kamphaeng Phet,กำแพงเพชร,62170,62,620703,6207,2
Non Phluang,โนนพลวง,Lan Krabue,ลานกระบือ,Kamphaeng Phet,กำแพงเพชร,62170,62,620704,6207,2
Pracha Suk San,ประชาสุขสันต์,Lan Krabue,ลานกระบือ,Kamphaeng Phet,กำแพงเพชร,62170,62,620705,6207,2
Bueng Thap Raet,บึงทับแรต,Lan Krabue,ลานกระบือ,Kamphaeng Phet,กำแพงเพชร,62170,62,620706,6207,2
Chanthima,จันทิมา,Lan Krabue,ลานกระบือ,Kamphaeng Phet,กำแพงเพชร,62170,62,620707,6207,2
Thung Sai,ทุ่งทราย,Sai Thong Watthana,ทรายทองวัฒนา,Kamphaeng Phet,กำแพงเพชร,62190,62,620801,6208,2
Thung Thong,ทุ่งทอง,Sai Thong Watthana,ทรายทองวัฒนา,Kamphaeng Phet,กำแพงเพชร,62190,62,620802,6208,2
Thawon Watthana,ถาวรวัฒนา,Sai Thong Watthana,ทรายทองวัฒนา,Kamphaeng Phet,กำแพงเพชร,62190,62,620803,6208,2
Pho Thong,โพธิ์ทอง,Pang Sila Thong,ปางศิลาทอง,Kamphaeng Phet,กำแพงเพชร,62120,62,620901,6209,2
Hin Dat,หินดาต,Pang Sila Thong,ปางศิลาทอง,Kamphaeng Phet,กำแพงเพชร,62120,62,620902,6209,2
Pang Ta Wai,ปางตาไว,Pang Sila Thong,ปางศิลาทอง,Kamphaeng Phet,กำแพงเพชร,62120,62,620903,6209,2
Bueng Samakkhi,บึงสามัคคี,Bueng Samakkhi,บึงสามัคคี,Kamphaeng Phet,กำแพงเพชร,62210,62,621001,6210,2
Wang Cha-on,วังชะโอน,Bueng Samakkhi,บึงสามัคคี,Kamphaeng Phet,กำแพงเพชร,62210,62,621002,6210,2
Rahan,ระหาน,Bueng Samakkhi,บึงสามัคคี,Kamphaeng Phet,กำแพงเพชร,62210,62,621003,6210,2
Thep Nimit,เทพนิมิต,Bueng Samakkhi,บึงสามัคคี,Kamphaeng Phet,กำแพงเพชร,62210,62,621004,6210,2
Kosamphi,โกสัมพี,Kosamphi Nakhon,โกสัมพีนคร,Kamphaeng Phet,กำแพงเพชร,62000,62,621101,6211,2
Phet Chomphu,เพชรชมภู,Kosamphi Nakhon,โกสัมพีนคร,Kamphaeng Phet,กำแพงเพชร,62000,62,621102,6211,2
Lan Dokmai Tok,ลานดอกไม้ตก,Kosamphi Nakhon,โกสัมพีนคร,Kamphaeng Phet,กำแพงเพชร,62000,62,621103,6211,2
Rahaeng,ระแหง,Mueang Tak,เมืองตาก,Tak,ตาก,63000,63,630101,6301,4
Nong Luang,หนองหลวง,Mueang Tak,เมืองตาก,Tak,ตาก,63000,63,630102,6301,4
Chiang Ngoen,เชียงเงิน,Mueang Tak,เมืองตาก,Tak,ตาก,63000,63,630103,6301,4
Hua Diat,หัวเดียด,Mueang Tak,เมืองตาก,Tak,ตาก,63000,63,630104,6301,4
Nong Bua Nuea,หนองบัวเหนือ,Mueang Tak,เมืองตาก,Tak,ตาก,63000,63,630105,6301,4
Mai Ngam,ไม้งาม,Mueang Tak,เมืองตาก,Tak,ตาก,63000,63,630106,6301,4
Pong Daeng,โป่งแดง,Mueang Tak,เมืองตาก,Tak,ตาก,63000,63,630107,6301,4
Nam Ruem,น้ำรึม,Mueang Tak,เมืองตาก,Tak,ตาก,63000,63,630108,6301,4
Wang Hin,วังหิน,Mueang Tak,เมืองตาก,Tak,ตาก,63000,63,630109,6301,4
Chiang Thong*,เชียงทอง*,Mueang Tak,เมืองตาก,Tak,ตาก,0,63,630110,6301,4
Mae Tho,แม่ท้อ,Mueang Tak,เมืองตาก,Tak,ตาก,63000,63,630111,6301,4
Pa Mamuang,ป่ามะม่วง,Mueang Tak,เมืองตาก,Tak,ตาก,63000,63,630112,6301,4
Nong Bua Tai,หนองบัวใต้,Mueang Tak,เมืองตาก,Tak,ตาก,63000,63,630113,6301,4
Wang Prachop,วังประจบ,Mueang Tak,เมืองตาก,Tak,ตาก,63000,63,630114,6301,4
Taluk Klang Thung,ตลุกกลางทุ่ง,Mueang Tak,เมืองตาก,Tak,ตาก,63000,63,630115,6301,4
Na Both*,นาโบสถ์*,Mueang Tak,เมืองตาก,Tak,ตาก,0,63,630116,6301,4
Pra Dang*,ประดาง*,Mueang Tak,เมืองตาก,Tak,ตาก,0,63,630117,6301,4
Tak Ok,ตากออก,Ban Tak,บ้านตาก,Tak,ตาก,63120,63,630201,6302,4
Samo Khon,สมอโคน,Ban Tak,บ้านตาก,Tak,ตาก,63120,63,630202,6302,4
Mae Salit,แม่สลิด,Ban Tak,บ้านตาก,Tak,ตาก,63120,63,630203,6302,4
Tak Tok,ตากตก,Ban Tak,บ้านตาก,Tak,ตาก,63120,63,630204,6302,4
Ko Taphao,เกาะตะเภา,Ban Tak,บ้านตาก,Tak,ตาก,63120,63,630205,6302,4
Thung Kracho,ทุ่งกระเชาะ,Ban Tak,บ้านตาก,Tak,ตาก,63120,63,630206,6302,4
Thong Fa,ท้องฟ้า,Ban Tak,บ้านตาก,Tak,ตาก,63120,63,630207,6302,4
Sam Ngao,สามเงา,Sam Ngao,สามเงา,Tak,ตาก,63130,63,630301,6303,4
Wang Man,วังหมัน,Sam Ngao,สามเงา,Tak,ตาก,63130,63,630302,6303,4
Yokkrabat,ยกกระบัตร,Sam Ngao,สามเงา,Tak,ตาก,63130,63,630303,6303,4
Yan Ri,ย่านรี,Sam Ngao,สามเงา,Tak,ตาก,63130,63,630304,6303,4
Ban Na,บ้านนา,Sam Ngao,สามเงา,Tak,ตาก,63130,63,630305,6303,4
Wang Chan,วังจันทร์,Sam Ngao,สามเงา,Tak,ตาก,63130,63,630306,6303,4
Mae Ramat,แม่ระมาด,Mae Ramat,แม่ระมาด,Tak,ตาก,63140,63,630401,6304,4
Mae Charao,แม่จะเรา,Mae Ramat,แม่ระมาด,Tak,ตาก,63140,63,630402,6304,4
Khane Chue,ขะเนจื้อ,Mae Ramat,แม่ระมาด,Tak,ตาก,63140,63,630403,6304,4
Mae Tuen,แม่ตื่น,Mae Ramat,แม่ระมาด,Tak,ตาก,63140,63,630404,6304,4
Sam Muen,สามหมื่น,Mae Ramat,แม่ระมาด,Tak,ตาก,63140,63,630405,6304,4
Phra That,พระธาตุ,Mae Ramat,แม่ระมาด,Tak,ตาก,63140,63,630406,6304,4
Tha Song Yang,ท่าสองยาง,Tha Song Yang,ท่าสองยาง,Tak,ตาก,63150,63,630501,6305,4
Mae Tan,แม่ต้าน,Tha Song Yang,ท่าสองยาง,Tak,ตาก,63150,63,630502,6305,4
Mae Song,แม่สอง,Tha Song Yang,ท่าสองยาง,Tak,ตาก,63150,63,630503,6305,4
Mae La,แม่หละ,Tha Song Yang,ท่าสองยาง,Tak,ตาก,63150,63,630504,6305,4
Mae Wa Luang,แม่วะหลวง,Tha Song Yang,ท่าสองยาง,Tak,ตาก,63150,63,630505,6305,4
Mae Usu,แม่อุสุ,Tha Song Yang,ท่าสองยาง,Tak,ตาก,63150,63,630506,6305,4
Mae Sot,แม่สอด,Mae Sot,แม่สอด,Tak,ตาก,63110,63,630601,6306,4
Mae Ku,แม่กุ,Mae Sot,แม่สอด,Tak,ตาก,63110,63,630602,6306,4
Phawo,พะวอ,Mae Sot,แม่สอด,Tak,ตาก,63110,63,630603,6306,4
Mae Tao,แม่ตาว,Mae Sot,แม่สอด,Tak,ตาก,63110,63,630604,6306,4
Mae Kasa,แม่กาษา,Mae Sot,แม่สอด,Tak,ตาก,63110,63,630605,6306,4
Tha Sai Luat,ท่าสายลวด,Mae Sot,แม่สอด,Tak,ตาก,63110,63,630606,6306,4
Mae Pa,แม่ปะ,Mae Sot,แม่สอด,Tak,ตาก,63110,63,630607,6306,4
Mahawan,มหาวัน,Mae Sot,แม่สอด,Tak,ตาก,63110,63,630608,6306,4
Dan Mae Lamao,ด่านแม่ละเมา,Mae Sot,แม่สอด,Tak,ตาก,63110,63,630609,6306,4
Phra That Pha Daeng,พระธาตุผาแดง,Mae Sot,แม่สอด,Tak,ตาก,63110,63,630610,6306,4
Phop Phra,พบพระ,Phop Phra,พบพระ,Tak,ตาก,63160,63,630701,6307,4
Chong Khaep,ช่องแคบ,Phop Phra,พบพระ,Tak,ตาก,63160,63,630702,6307,4
Khiri Rat,คีรีราษฎร์,Phop Phra,พบพระ,Tak,ตาก,63160,63,630703,6307,4
Wale,วาเล่ย์,Phop Phra,พบพระ,Tak,ตาก,63160,63,630704,6307,4
Ruam Thai Phatthana,รวมไทยพัฒนา,Phop Phra,พบพระ,Tak,ตาก,63160,63,630705,6307,4
Umphang,อุ้มผาง,Umphang,อุ้มผาง,Tak,ตาก,63170,63,630801,6308,4
Nong Luang,หนองหลวง,Umphang,อุ้มผาง,Tak,ตาก,63170,63,630802,6308,4
Mokro,โมโกร,Umphang,อุ้มผาง,Tak,ตาก,63170,63,630803,6308,4
Mae Chan,แม่จัน,Umphang,อุ้มผาง,Tak,ตาก,63170,63,630804,6308,4
Mae Lamung,แม่ละมุ้ง,Umphang,อุ้มผาง,Tak,ตาก,63170,63,630805,6308,4
Mae Klong,แม่กลอง,Umphang,อุ้มผาง,Tak,ตาก,63170,63,630806,6308,4
Chiang Thong,เชียงทอง,Wang Chao,วังเจ้า,Tak,ตาก,63000,63,630901,6309,4
Na Bot,นาโบสถ์,Wang Chao,วังเจ้า,Tak,ตาก,63000,63,630902,6309,4
Pradang,ประดาง,Wang Chao,วังเจ้า,Tak,ตาก,63000,63,630903,6309,4
Thani,ธานี,Mueang Sukhothai,เมืองสุโขทัย,Sukhothai,สุโขทัย,64000,64,640101,6401,2
Ban Suan,บ้านสวน,Mueang Sukhothai,เมืองสุโขทัย,Sukhothai,สุโขทัย,64220,64,640102,6401,2
Mueang Kao,เมืองเก่า,Mueang Sukhothai,เมืองสุโขทัย,Sukhothai,สุโขทัย,64210,64,640103,6401,2
Pak Khwae,ปากแคว,Mueang Sukhothai,เมืองสุโขทัย,Sukhothai,สุโขทัย,64000,64,640104,6401,2
Yang Sai,ยางซ้าย,Mueang Sukhothai,เมืองสุโขทัย,Sukhothai,สุโขทัย,64000,64,640105,6401,2
Ban Kluai,บ้านกล้วย,Mueang Sukhothai,เมืองสุโขทัย,Sukhothai,สุโขทัย,64000,64,640106,6401,2
Ban Lum,บ้านหลุม,Mueang Sukhothai,เมืองสุโขทัย,Sukhothai,สุโขทัย,64000,64,640107,6401,2
Tan Tia,ตาลเตี้ย,Mueang Sukhothai,เมืองสุโขทัย,Sukhothai,สุโขทัย,64220,64,640108,6401,2
Pak Phra,ปากพระ,Mueang Sukhothai,เมืองสุโขทัย,Sukhothai,สุโขทัย,64000,64,640109,6401,2
Wang Thongdaeng,วังทองแดง,Mueang Sukhothai,เมืองสุโขทัย,Sukhothai,สุโขทัย,64210,64,640110,6401,2
Lan Hoi,ลานหอย,Ban Dan Lan Hoi,บ้านด่านลานหอย,Sukhothai,สุโขทัย,64140,64,640201,6402,2
Ban Dan,บ้านด่าน,Ban Dan Lan Hoi,บ้านด่านลานหอย,Sukhothai,สุโขทัย,64140,64,640202,6402,2
Wang Takhro,วังตะคร้อ,Ban Dan Lan Hoi,บ้านด่านลานหอย,Sukhothai,สุโขทัย,64140,64,640203,6402,2
Wang Nam Khao,วังน้ำขาว,Ban Dan Lan Hoi,บ้านด่านลานหอย,Sukhothai,สุโขทัย,64140,64,640204,6402,2
Taling Chan,ตลิ่งชัน,Ban Dan Lan Hoi,บ้านด่านลานหอย,Sukhothai,สุโขทัย,64140,64,640205,6402,2
Nong Ya Plong,หนองหญ้าปล้อง,Ban Dan Lan Hoi,บ้านด่านลานหอย,Sukhothai,สุโขทัย,64140,64,640206,6402,2
Wang Luek,วังลึก,Ban Dan Lan Hoi,บ้านด่านลานหอย,Sukhothai,สุโขทัย,64140,64,640207,6402,2
Tanot,โตนด,Khiri Mat,คีรีมาศ,Sukhothai,สุโขทัย,64160,64,640301,6403,2
Thung Luang,ทุ่งหลวง,Khiri Mat,คีรีมาศ,Sukhothai,สุโขทัย,64160,64,640302,6403,2
Ban Pom,บ้านป้อม,Khiri Mat,คีรีมาศ,Sukhothai,สุโขทัย,64160,64,640303,6403,2
Sam Phuang,สามพวง,Khiri Mat,คีรีมาศ,Sukhothai,สุโขทัย,64160,64,640304,6403,2
Si Khiri Mat,ศรีคีรีมาศ,Khiri Mat,คีรีมาศ,Sukhothai,สุโขทัย,64160,64,640305,6403,2
