district_en,district_th,amphure_en,amphure_th,province_en,province_th,zipcode,province_code,district_code,amphure_code,geo_code
Phra Borom Maha Ratchawang,พระบรมมหาราชวัง,Khet Phra Nakhon,เขตพระนคร,Bangkok,กรุงเทพมหานคร,10200,10,100101,1001,2
Wang Burapha Phirom,วังบูรพาภิรมย์,Khet Phra Nakhon,เขตพระนคร,Bangkok,กรุงเทพมหานคร,10200,10,100102,1001,2
Wat Ratchabophit,วัดราชบพิธ,Khet Phra Nakhon,เขตพระนคร,Bangkok,กรุงเทพมหานคร,10200,10,100103,1001,2
Samran Rat,สำราญราษฎร์,Khet Phra Nakhon,เขตพระนคร,Bangkok,กรุงเทพมหานคร,10200,10,100104,1001,2
San Chao Pho Suea,ศาลเจ้าพ่อเสือ,Khet Phra Nakhon,เขตพระนคร,Bangkok,กรุงเทพมหานคร,10200,10,100105,1001,2
Sao Chingcha,เสาชิงช้า,Khet Phra Nakhon,เขตพระนคร,Bangkok,กรุงเทพมหานคร,10200,10,100106,1001,2
Bowon Niwet,บวรนิเวศ,Khet Phra Nakhon,เขตพระนคร,Bangkok,กรุงเทพมหานคร,10200,10,100107,1001,2
Talat Yot,ตลาดยอด,Khet Phra Nakhon,เขตพระนคร,Bangkok,กรุงเทพมหานคร,10200,10,100108,1001,2
Chana Songkhram,ชนะสงคราม,Khet Phra Nakhon,เขตพระนคร,Bangkok,กรุงเทพมหานคร,10200,10,100109,1001,2
Ban Phan Thom,บ้านพานถม,Khet Phra Nakhon,เขตพระนคร,Bangkok,กรุงเทพมหานคร,10200,10,100110,1001,2
Bang Khun Phrom,บางขุนพรหม,Khet Phra Nakhon,เขตพระนคร,Bangkok,กรุงเทพมหานคร,10200,10,100111,1001,2
Wat Sam Phraya,วัดสามพระยา,Khet Phra Nakhon,เขตพระนคร,Bangkok,กรุงเทพมหานคร,10200,10,100112,1001,2
Dusit,ดุสิต,Khet Dusit,เขตดุสิต,Bangkok,กรุงเทพมหานคร,10300,10,100201,1002,2
Wachiraphayaban,วชิรพยาบาล,Khet Dusit,เขตดุสิต,Bangkok,กรุงเทพมหานคร,10300,10,100202,1002,2
Suan Chit Lada,สวนจิตรลดา,Khet Dusit,เขตดุสิต,Bangkok,กรุงเทพมหานคร,10300,10,100203,1002,2
Si Yaek Maha Nak,สี่แยกมหานาค,Khet Dusit,เขตดุสิต,Bangkok,กรุงเทพมหานคร,10300,10,100204,1002,2
*Bang Sue,*บางซื่อ,Khet Dusit,เขตดุสิต,Bangkok,กรุงเทพมหานคร,0,10,100205,1002,2
Thanon Nakhon Chai Si,ถนนนครไชยศรี,Khet Dusit,เขตดุสิต,Bangkok,กรุงเทพมหานคร,10300,10,100206,1002,2
*Sam Sen Nai,*สามเสนใน,Khet Dusit,เขตดุสิต,Bangkok,กรุงเทพมหานคร,0,10,100299,1002,2
Krathum Rai,กระทุ่มราย,Khet Nong Chok,เขตหนองจอก,Bangkok,กรุงเทพมหานคร,10530,10,100301,1003,2
Nong Chok,หนองจอก,Khet Nong Chok,เขตหนองจอก,Bangkok,กรุงเทพมหานคร,10530,10,100302,1003,2
Khlong Sip,คลองสิบ,Khet Nong Chok,เขตหนองจอก,Bangkok,กรุงเทพมหานคร,10530,10,100303,1003,2
Khlong Sip Song,คลองสิบสอง,Khet Nong Chok,เขตหนองจอก,Bangkok,กรุงเทพมหานคร,10530,10,100304,1003,2
Khok Faet,โคกแฝด,Khet Nong Chok,เขตหนองจอก,Bangkok,กรุงเทพมหานคร,10530,10,100305,1003,2
Khu Fang Nuea,คู้ฝั่งเหนือ,Khet Nong Chok,เขตหนองจอก,Bangkok,กรุงเทพมหานคร,10530,10,100306,1003,2
Lam Phak Chi,ลำผักชี,Khet Nong Chok,เขตหนองจอก,Bangkok,กรุงเทพมหานคร,10530,10,100307,1003,2
Lam Toiting,ลำต้อยติ่ง,Khet Nong Chok,เขตหนองจอก,Bangkok,กรุงเทพมหานคร,10530,10,100308,1003,2
Maha Phruettharam,มหาพฤฒาราม,Khet Bang Rak,เขตบางรัก,Bangkok,กรุงเทพมหานคร,10500,10,100401,1004,2
Si Lom,สีลม,Khet Bang Rak,เขตบางรัก,Bangkok,กรุงเทพมหานคร,10500,10,100402,1004,2
Suriyawong,สุริยวงศ์,Khet Bang Rak,เขตบางรัก,Bangkok,กรุงเทพมหานคร,10500,10,100403,1004,2
Bang Rak,บางรัก,Khet Bang Rak,เขตบางรัก,Bangkok,กรุงเทพมหานคร,10500,10,100404,1004,2
Si Phraya,สี่พระยา,Khet Bang Rak,เขตบางรัก,Bangkok,กรุงเทพมหานคร,10500,10,100405,1004,2
*Lad Yao,*ลาดยาว,Khet Bang Khen,เขตบางเขน,Bangkok,กรุงเทพมหานคร,0,10,100501,1005,2
Anusawari,อนุสาวรีย์,Khet Bang Khen,เขตบางเขน,Bangkok,กรุงเทพมหานคร,10220,10,100502,1005,2
Khlong Thanon*,คลองถนน*,Khet Bang Khen,เขตบางเขน,Bangkok,กรุงเทพมหานคร,0,10,100503,1005,2
*Talad Bang Khen,*ตลาดบางเขน,Khet Bang Khen,เขตบางเขน,Bangkok,กรุงเทพมหานคร,0,10,100504,1005,2
*See Kan,*สีกัน,Khet Bang Khen,เขตบางเขน,Bangkok,กรุงเทพมหานคร,0,10,100505,1005,2
Sai Mai*,สายไหม*,Khet Bang Khen,เขตบางเขน,Bangkok,กรุงเทพมหานคร,0,10,100506,1005,2
*Thung Song Hong,*ทุ่งสองห้อง,Khet Bang Khen,เขตบางเขน,Bangkok,กรุงเทพมหานคร,0,10,100507,1005,2
Tha Raeng,ท่าแร้ง,Khet Bang Khen,เขตบางเขน,Bangkok,กรุงเทพมหานคร,10220,10,100508,1005,2
Or Ngern*,ออเงิน*,Khet Bang Khen,เขตบางเขน,Bangkok,กรุงเทพมหานคร,0,10,100509,1005,2
*Bang Khen,*บางเขน,Khet Bang Khen,เขตบางเขน,Bangkok,กรุงเทพมหานคร,0,10,100599,1005,2
Khlong Chan,คลองจั่น,Khet Bang Kapi,เขตบางกะปิ,Bangkok,กรุงเทพมหานคร,10240,10,100601,1006,2
Wang Thong Lang*,วังทองหลาง*,Khet Bang Kapi,เขตบางกะปิ,Bangkok,กรุงเทพมหานคร,0,10,100602,1006,2
*Lad Prao,*ลาดพร้าว,Khet Bang Kapi,เขตบางกะปิ,Bangkok,กรุงเทพมหานคร,0,10,100603,1006,2
*Klong Khum,*คลองกุ่ม,Khet Bang Kapi,เขตบางกะปิ,Bangkok,กรุงเทพมหานคร,0,10,100604,1006,2
*Saphan Sung,*สะพานสูง,Khet Bang Kapi,เขตบางกะปิ,Bangkok,กรุงเทพมหานคร,0,10,100605,1006,2
*Khan Na Yao,*คันนายาว,Khet Bang Kapi,เขตบางกะปิ,Bangkok,กรุงเทพมหานคร,0,10,100606,1006,2
*Chorakhe Bua,*จรเข้บัว,Khet Bang Kapi,เขตบางกะปิ,Bangkok,กรุงเทพมหานคร,0,10,100607,1006,2
Hua Mak,หัวหมาก,Khet Bang Kapi,เขตบางกะปิ,Bangkok,กรุงเทพมหานคร,10240,10,100608,1006,2
Rong Mueang,รองเมือง,Khet Pathum Wan,เขตปทุมวัน,Bangkok,กรุงเทพมหานคร,10330,10,100701,1007,2
Wang Mai,วังใหม่,Khet Pathum Wan,เขตปทุมวัน,Bangkok,กรุงเทพมหานคร,10330,10,100702,1007,2
Pathum Wan,ปทุมวัน,Khet Pathum Wan,เขตปทุมวัน,Bangkok,กรุงเทพมหานคร,10330,10,100703,1007,2
Lumphini,ลุมพินี,Khet Pathum Wan,เขตปทุมวัน,Bangkok,กรุงเทพมหานคร,10330,10,100704,1007,2
Pom Prap,ป้อมปราบ,Khet Pom Prap Sattru Phai,เขตป้อมปราบศัตรูพ่าย,Bangkok,กรุงเทพมหานคร,10100,10,100801,1008,2
Wat Thep Sirin,วัดเทพศิรินทร์,Khet Pom Prap Sattru Phai,เขตป้อมปราบศัตรูพ่าย,Bangkok,กรุงเทพมหานคร,10100,10,100802,1008,2
Khlong Maha Nak,คลองมหานาค,Khet Pom Prap Sattru Phai,เขตป้อมปราบศัตรูพ่าย,Bangkok,กรุงเทพมหานคร,10100,10,100803,1008,2
Ban Bat,บ้านบาตร,Khet Pom Prap Sattru Phai,เขตป้อมปราบศัตรูพ่าย,Bangkok,กรุงเทพมหานคร,10100,10,100804,1008,2
Wat Sommanat,วัดโสมนัส,Khet Pom Prap Sattru Phai,เขตป้อมปราบศัตรูพ่าย,Bangkok,กรุงเทพมหานคร,10100,10,100805,1008,2
*Nang Lerng,*นางเลิ้ง,Khet Pom Prap Sattru Phai,เขตป้อมปราบศัตรูพ่าย,Bangkok,กรุงเทพมหานคร,0,10,100899,1008,2
*Khlong Toei,*คลองเตย,Khet Phra Khanong,เขตพระโขนง,Bangkok,กรุงเทพมหานคร,0,10,100901,1009,2
*Khlong Ton,*คลองตัน,Khet Phra Khanong,เขตพระโขนง,Bangkok,กรุงเทพมหานคร,0,10,100902,1009,2
*Phra Kha Nong,*พระโขนง,Khet Phra Khanong,เขตพระโขนง,Bangkok,กรุงเทพมหานคร,0,10,100903,1009,2
Ban Na*,บางนา*,Khet Phra Khanong,เขตพระโขนง,Bangkok,กรุงเทพมหานคร,0,10,100904,1009,2
Bang Chak,บางจาก,Khet Phra Khanong,เขตพระโขนง,Bangkok,กรุงเทพมหานคร,10260,10,100905,1009,2
*Suan Luang,*สวนหลวง,Khet Phra Khanong,เขตพระโขนง,Bangkok,กรุงเทพมหานคร,0,10,100906,1009,2
*Nong Bon,*หนองบอน,Khet Phra Khanong,เขตพระโขนง,Bangkok,กรุงเทพมหานคร,0,10,100907,1009,2
*Prawet,*ประเวศ,Khet Phra Khanong,เขตพระโขนง,Bangkok,กรุงเทพมหานคร,0,10,100908,1009,2
*Dok Mai,*ดอกไม้,Khet Phra Khanong,เขตพระโขนง,Bangkok,กรุงเทพมหานคร,0,10,100909,1009,2
*Phra Kha Nong,*พระโขนง,Khet Phra Khanong,เขตพระโขนง,Bangkok,กรุงเทพมหานคร,0,10,100997,1009,2
*Khlong Ton,*คลองตัน,Khet Phra Khanong,เขตพระโขนง,Bangkok,กรุงเทพมหานคร,0,10,100998,1009,2
*Khlong Toei,*คลองเตย,Khet Phra Khanong,เขตพระโขนง,Bangkok,กรุงเทพมหานคร,0,10,100999,1009,2
Min Buri,มีนบุรี,Khet Min Buri,เขตมีนบุรี,Bangkok,กรุงเทพมหานคร,10510,10,101001,1010,2
Saen Saep,แสนแสบ,Khet Min Buri,เขตมีนบุรี,Bangkok,กรุงเทพมหานคร,10510,10,101002,1010,2
Bang Chan*,บางชัน*,Khet Min Buri,เขตมีนบุรี,Bangkok,กรุงเทพมหานคร,0,10,101003,1010,2
Sai Kong Din*,ทรายกองดิน*,Khet Min Buri,เขตมีนบุรี,Bangkok,กรุงเทพมหานคร,0,10,101004,1010,2
Sai Kong Din Tai*,ทรายกองดินใต้*,Khet Min Buri,เขตมีนบุรี,Bangkok,กรุงเทพมหานคร,0,10,101005,1010,2
Sam Wa Ta Wan Ook*,สามวาตะวันออก*,Khet Min Buri,เขตมีนบุรี,Bangkok,กรุงเทพมหานคร,0,10,101006,1010,2
Sam Wa Ta Wan Tok*,สามวาตะวันตก*,Khet Min Buri,เขตมีนบุรี,Bangkok,กรุงเทพมหานคร,0,10,101007,1010,2
Lat Krabang,ลาดกระบัง,Khet Lat Krabang,เขตลาดกระบัง,Bangkok,กรุงเทพมหานคร,10520,10,101101,1011,2
Khlong Song Ton Nun,คลองสองต้นนุ่น,Khet Lat Krabang,เขตลาดกระบัง,Bangkok,กรุงเทพมหานคร,10520,10,101102,1011,2
Khlong Sam Prawet,คลองสามประเวศ,Khet Lat Krabang,เขตลาดกระบัง,Bangkok,กรุงเทพมหานคร,10520,10,101103,1011,2
Lam Pla Thio,ลำปลาทิว,Khet Lat Krabang,เขตลาดกระบัง,Bangkok,กรุงเทพมหานคร,10520,10,101104,1011,2
Thap Yao,ทับยาว,Khet Lat Krabang,เขตลาดกระบัง,Bangkok,กรุงเทพมหานคร,10520,10,101105,1011,2
Khum Thong,ขุมทอง,Khet Lat Krabang,เขตลาดกระบัง,Bangkok,กรุงเทพมหานคร,10520,10,101106,1011,2
*Thung Wat Don,*ทุ่งวัดดอน,Khet Yan Nawa,เขตยานนาวา,Bangkok,กรุงเทพมหานคร,0,10,101201,1012,2
*Yan Nawa,*ยานนาวา,Khet Yan Nawa,เขตยานนาวา,Bangkok,กรุงเทพมหานคร,0,10,101202,1012,2
Chong Nonsi,ช่องนนทรี,Khet Yan Nawa,เขตยานนาวา,Bangkok,กรุงเทพมหานคร,10120,10,101203,1012,2
Bang Phongphang,บางโพงพาง,Khet Yan Nawa,เขตยานนาวา,Bangkok,กรุงเทพมหานคร,10120,10,101204,1012,2
*Pra Ya Krai,*วัดพระยาไกร,Khet Yan Nawa,เขตยานนาวา,Bangkok,กรุงเทพมหานคร,0,10,101205,1012,2
*Bang Khlo,*บางโคล่,Khet Yan Nawa,เขตยานนาวา,Bangkok,กรุงเทพมหานคร,0,10,101206,1012,2
*Bang Kho Laem,*บางคอแหลม,Khet Yan Nawa,เขตยานนาวา,Bangkok,กรุงเทพมหานคร,0,10,101207,1012,2
*Tung Ma Ha Mek,*ทุ่งมหาเมฆ,Khet Yan Nawa,เขตยานนาวา,Bangkok,กรุงเทพมหานคร,0,10,101208,1012,2
*Bang Khlo,*บางโคล่,Khet Yan Nawa,เขตยานนาวา,Bangkok,กรุงเทพมหานคร,0,10,101298,1012,2
*Bang Kho Laem,*บางคอแหลม,Khet Yan Nawa,เขตยานนาวา,Bangkok,กรุงเทพมหานคร,0,10,101299,1012,2
Chakkrawat,จักรวรรดิ,Khet Samphanthawong,เขตสัมพันธวงศ์,Bangkok,กรุงเทพมหานคร,10100,10,101301,1013,2
Samphanthawong,สัมพันธวงศ์,Khet Samphanthawong,เขตสัมพันธวงศ์,Bangkok,กรุงเทพมหานคร,10100,10,101302,1013,2
Talat Noi,ตลาดน้อย,Khet Samphanthawong,เขตสัมพันธวงศ์,Bangkok,กรุงเทพมหานคร,10100,10,101303,1013,2
Samsen Nai,สามเสนใน,Khet Phaya Thai,เขตพญาไท,Bangkok,กรุงเทพมหานคร,10400,10,101401,1014,2
*Thanon Phetchaburi,*ถนนเพชรบุรี,Khet Phaya Thai,เขตพญาไท,Bangkok,กรุงเทพมหานคร,0,10,101402,1014,2
*Thung Phaya Thai,*ทุ่งพญาไท,Khet Phaya Thai,เขตพญาไท,Bangkok,กรุงเทพมหานคร,0,10,101403,1014,2
*Makkasan,*มักกะสัน,Khet Phaya Thai,เขตพญาไท,Bangkok,กรุงเทพมหานคร,0,10,101404,1014,2
*Thanon Phaya Thai,*ถนนพญาไท,Khet Phaya Thai,เขตพญาไท,Bangkok,กรุงเทพมหานคร,0,10,101405,1014,2
*Thung Phaya Thai,*ทุ่งพญาไท,Khet Phaya Thai,เขตพญาไท,Bangkok,กรุงเทพมหานคร,0,10,101499,1014,2
Wat Kanlaya,วัดกัลยาณ์,Khet Thon Buri,เขตธนบุรี,Bangkok,กรุงเทพมหานคร,10600,10,101501,1015,2
Hiran Ruchi,หิรัญรูจี,Khet Thon Buri,เขตธนบุรี,Bangkok,กรุงเทพมหานคร,10600,10,101502,1015,2
Bang Yi Ruea,บางยี่เรือ,Khet Thon Buri,เขตธนบุรี,Bangkok,กรุงเทพมหานคร,10600,10,101503,1015,2
Bukkhalo,บุคคโล,Khet Thon Buri,เขตธนบุรี,Bangkok,กรุงเทพมหานคร,10600,10,101504,1015,2
Talat Phlu,ตลาดพลู,Khet Thon Buri,เขตธนบุรี,Bangkok,กรุงเทพมหานคร,10600,10,101505,1015,2
Dao Khanong,ดาวคะนอง,Khet Thon Buri,เขตธนบุรี,Bangkok,กรุงเทพมหานคร,10600,10,101506,1015,2
Samre,สำเหร่,Khet Thon Buri,เขตธนบุรี,Bangkok,กรุงเทพมหานคร,10600,10,101507,1015,2
*Klong Sarn,*คลองสาน,Khet Thon Buri,เขตธนบุรี,Bangkok,กรุงเทพมหานคร,0,10,101599,1015,2
Wat Arun,วัดอรุณ,Khet Bangkok Yai,เขตบางกอกใหญ่,Bangkok,กรุงเทพมหานคร,10600,10,101601,1016,2
Wat Tha Phra,วัดท่าพระ,Khet Bangkok Yai,เขตบางกอกใหญ่,Bangkok,กรุงเทพมหานคร,10600,10,101602,1016,2
Huai Khwang,ห้วยขวาง,Khet Huai Khwang,เขตห้วยขวาง,Bangkok,กรุงเทพมหานคร,10310,10,101701,1017,2
Bang Kapi,บางกะปิ,Khet Huai Khwang,เขตห้วยขวาง,Bangkok,กรุงเทพมหานคร,10310,10,101702,1017,2
*Din Dang,*ดินแดง,Khet Huai Khwang,เขตห้วยขวาง,Bangkok,กรุงเทพมหานคร,0,10,101703,1017,2
Samsen Nok,สามเสนนอก,Khet Huai Khwang,เขตห้วยขวาง,Bangkok,กรุงเทพมหานคร,10310,10,101704,1017,2
Somdet Chao Phraya,สมเด็จเจ้าพระยา,Khet Khlong San,เขตคลองสาน,Bangkok,กรุงเทพมหานคร,10600,10,101801,1018,2
Khlong San,คลองสาน,Khet Khlong San,เขตคลองสาน,Bangkok,กรุงเทพมหานคร,10600,10,101802,1018,2
Bang Lamphu Lang,บางลำภูล่าง,Khet Khlong San,เขตคลองสาน,Bangkok,กรุงเทพมหานคร,10600,10,101803,1018,2
Khlong Ton Sai,คลองต้นไทร,Khet Khlong San,เขตคลองสาน,Bangkok,กรุงเทพมหานคร,10600,10,101804,1018,2
Khlong Chak Phra,คลองชักพระ,Khet Taling Chan,เขตตลิ่งชัน,Bangkok,กรุงเทพมหานคร,10170,10,101901,1019,2
Taling Chan,ตลิ่งชัน,Khet Taling Chan,เขตตลิ่งชัน,Bangkok,กรุงเทพมหานคร,10170,10,101902,1019,2
Chimphli,ฉิมพลี,Khet Taling Chan,เขตตลิ่งชัน,Bangkok,กรุงเทพมหานคร,10170,10,101903,1019,2
Bang Phrom,บางพรม,Khet Taling Chan,เขตตลิ่งชัน,Bangkok,กรุงเทพมหานคร,10170,10,101904,1019,2
Bang Ramat,บางระมาด,Khet Taling Chan,เขตตลิ่งชัน,Bangkok,กรุงเทพมหานคร,10170,10,101905,1019,2
Thawi Watthana*,ทวีวัฒนา*,Khet Taling Chan,เขตตลิ่งชัน,Bangkok,กรุงเทพมหานคร,0,10,101906,1019,2
Bang Chueak Nang,บางเชือกหนัง,Khet Taling Chan,เขตตลิ่งชัน,Bangkok,กรุงเทพมหานคร,10170,10,101907,1019,2
Sala Thammasop*,ศาลาธรรมสพน์*,Khet Taling Chan,เขตตลิ่งชัน,Bangkok,กรุงเทพมหานคร,0,10,101908,1019,2
*Bang Phlat,*บางพลัด,Khet Bangkok Noi,เขตบางกอกน้อย,Bangkok,กรุงเทพมหานคร,0,10,102001,1020,2
*Bang Bumru,*บางบำหรุ,Khet Bangkok Noi,เขตบางกอกน้อย,Bangkok,กรุงเทพมหานคร,0,10,102002,1020,2
*Bang Aor,*บางอ้อ,Khet Bangkok Noi,เขตบางกอกน้อย,Bangkok,กรุงเทพมหานคร,0,10,102003,1020,2
Siri Rat,ศิริราช,Khet Bangkok Noi,เขตบางกอกน้อย,Bangkok,กรุงเทพมหานคร,10700,10,102004,1020,2
Ban Chang Lo,บ้านช่างหล่อ,Khet Bangkok Noi,เขตบางกอกน้อย,Bangkok,กรุงเทพมหานคร,10700,10,102005,1020,2
Bang Khun Non,บางขุนนนท์,Khet Bangkok Noi,เขตบางกอกน้อย,Bangkok,กรุงเทพมหานคร,10700,10,102006,1020,2
Bang Khun Si,บางขุนศรี,Khet Bangkok Noi,เขตบางกอกน้อย,Bangkok,กรุงเทพมหานคร,10700,10,102007,1020,2
*Bang Yikhan,*บางยี่ขัน,Khet Bangkok Noi,เขตบางกอกน้อย,Bangkok,กรุงเทพมหานคร,0,10,102008,1020,2
Arun Ammarin,อรุณอมรินทร์,Khet Bangkok Noi,เขตบางกอกน้อย,Bangkok,กรุงเทพมหานคร,10700,10,102009,1020,2
*Bang Yikhan,*บางยี่ขัน,Khet Bangkok Noi,เขตบางกอกน้อย,Bangkok,กรุงเทพมหานคร,0,10,102097,1020,2
*Bang Bumru,*บางบำหรุ,Khet Bangkok Noi,เขตบางกอกน้อย,Bangkok,กรุงเทพมหานคร,0,10,102098,1020,2
*Bang Aor,*บางอ้อ,Khet Bangkok Noi,เขตบางกอกน้อย,Bangkok,กรุงเทพมหานคร,0,10,102099,1020,2
*Bang Kho,*บางค้อ,Khet Bang Khun Thian,เขตบางขุนเทียน,Bangkok,กรุงเทพมหานคร,0,10,102101,1021,2
*Chom Thong,*จอมทอง,Khet Bang Khun Thian,เขตบางขุนเทียน,Bangkok,กรุงเทพมหานคร,0,10,102102,1021,2
*Bang Khun Thian,*บางขุนเทียน,Khet Bang Khun Thian,เขตบางขุนเทียน,Bangkok,กรุงเทพมหานคร,0,10,102103,1021,2
Bang Bon*,บางบอน*,Khet Bang Khun Thian,เขตบางขุนเทียน,Bangkok,กรุงเทพมหานคร,0,10,102104,1021,2
Tha Kham,ท่าข้าม,Khet Bang Khun Thian,เขตบางขุนเทียน,Bangkok,กรุงเทพมหานคร,10150,10,102105,1021,2
*Bang Mod,*บางมด,Khet Bang Khun Thian,เขตบางขุนเทียน,Bangkok,กรุงเทพมหานคร,0,10,102106,1021,2
Samae Dam,แสมดำ,Khet Bang Khun Thian,เขตบางขุนเทียน,Bangkok,กรุงเทพมหานคร,10150,10,102107,1021,2
Bang Wa,บางหว้า,Khet Phasi Charoen,เขตภาษีเจริญ,Bangkok,กรุงเทพมหานคร,10160,10,102201,1022,2
Bang Duan,บางด้วน,Khet Phasi Charoen,เขตภาษีเจริญ,Bangkok,กรุงเทพมหานคร,10160,10,102202,1022,2
Bang Kae,บางแค,Khet Phasi Charoen,เขตภาษีเจริญ,Bangkok,กรุงเทพมหานคร,10160,10,102203,1022,2
Bang Kae Nua,บางแคเหนือ,Khet Phasi Charoen,เขตภาษีเจริญ,Bangkok,กรุงเทพมหานคร,10160,10,102204,1022,2
Bang Phai,บางไผ่,Khet Phasi Charoen,เขตภาษีเจริญ,Bangkok,กรุงเทพมหานคร,10160,10,102205,1022,2
Bang Chak,บางจาก,Khet Phasi Charoen,เขตภาษีเจริญ,Bangkok,กรุงเทพมหานคร,10160,10,102206,1022,2
Bang Waek,บางแวก,Khet Phasi Charoen,เขตภาษีเจริญ,Bangkok,กรุงเทพมหานคร,10160,10,102207,1022,2
Khlong Khwang,คลองขวาง,Khet Phasi Charoen,เขตภาษีเจริญ,Bangkok,กรุงเทพมหานคร,10160,10,102208,1022,2
Pak Khlong Phasi Charoen,ปากคลองภาษีเจริญ,Khet Phasi Charoen,เขตภาษีเจริญ,Bangkok,กรุงเทพมหานคร,10160,10,102209,1022,2
Khuha Sawan,คูหาสวรรค์,Khet Phasi Charoen,เขตภาษีเจริญ,Bangkok,กรุงเทพมหานคร,10160,10,102210,1022,2
Lak Song*,หลักสอง*,Khet Nong Khaem,เขตหนองแขม,Bangkok,กรุงเทพมหานคร,0,10,102301,1023,2
Nong Khaem,หนองแขม,Khet Nong Khaem,เขตหนองแขม,Bangkok,กรุงเทพมหานคร,10160,10,102302,1023,2
Nong Khang Phlu,หนองค้างพลู,Khet Nong Khaem,เขตหนองแขม,Bangkok,กรุงเทพมหานคร,10160,10,102303,1023,2
Rat Burana,ราษฎร์บูรณะ,Khet Rat Burana,เขตราษฎร์บูรณะ,Bangkok,กรุงเทพมหานคร,10140,10,102401,1024,2
Bang Pakok,บางปะกอก,Khet Rat Burana,เขตราษฎร์บูรณะ,Bangkok,กรุงเทพมหานคร,10140,10,102402,1024,2
Bang Mod*,บางมด*,Khet Rat Burana,เขตราษฎร์บูรณะ,Bangkok,กรุงเทพมหานคร,10140,10,102403,1024,2
Thung Khru*,ทุ่งครุ*,Khet Rat Burana,เขตราษฎร์บูรณะ,Bangkok,กรุงเทพมหานคร,10140,10,102404,1024,2
Bang Phlat,บางพลัด,Khet Bang Phlat,เขตบางพลัด,Bangkok,กรุงเทพมหานคร,10700,10,102501,1025,2
Bang O,บางอ้อ,Khet Bang Phlat,เขตบางพลัด,Bangkok,กรุงเทพมหานคร,10700,10,102502,1025,2
Bang Bamru,บางบำหรุ,Khet Bang Phlat,เขตบางพลัด,Bangkok,กรุงเทพมหานคร,10700,10,102503,1025,2
Bang Yi Khan,บางยี่ขัน,Khet Bang Phlat,เขตบางพลัด,Bangkok,กรุงเทพมหานคร,10700,10,102504,1025,2
Din Daeng,ดินแดง,Khet Din Daeng,เขตดินแดง,Bangkok,กรุงเทพมหานคร,10400,10,102601,1026,2
Khlong Kum,คลองกุ่ม,Khet Bueng Kum,เขตบึงกุ่ม,Bangkok,กรุงเทพมหานคร,10240,10,102701,1027,2
Saphan Sung,สะพานสูง,Khet Bueng Kum,เขตบึงกุ่ม,Bangkok,กรุงเทพมหานคร,10240,10,102702,1027,2
Khan Na Yao,คันนายาว,Khet Bueng Kum,เขตบึงกุ่ม,Bangkok,กรุงเทพมหานคร,10240,10,102703,1027,2
Thung Wat Don,ทุ่งวัดดอน,Khet Sathon,เขตสาทร,Bangkok,กรุงเทพมหานคร,10120,10,102801,1028,2
Yan Nawa,ยานนาวา,Khet Sathon,เขตสาทร,Bangkok,กรุงเทพมหานคร,10120,10,102802,1028,2
Thung Maha Mek,ทุ่งมหาเมฆ,Khet Sathon,เขตสาทร,Bangkok,กรุงเทพมหานคร,10120,10,102803,1028,2
Bang Sue,บางซื่อ,Khet Bang Sue,เขตบางซื่อ,Bangkok,กรุงเทพมหานคร,10800,10,102901,1029,2
Lat Yao,ลาดยาว,Khet Chatuchak,เขตจตุจักร,Bangkok,กรุงเทพมหานคร,10900,10,103001,1030,2
Sena Nikhom,เสนานิคม,Khet Chatuchak,เขตจตุจักร,Bangkok,กรุงเทพมหานคร,10900,10,103002,1030,2
Chan Kasem,จันทรเกษม,Khet Chatuchak,เขตจตุจักร,Bangkok,กรุงเทพมหานคร,10900,10,103003,1030,2
Chom Phon,จอมพล,Khet Chatuchak,เขตจตุจักร,Bangkok,กรุงเทพมหานคร,10900,10,103004,1030,2
Chatuchak,จตุจักร,Khet Chatuchak,เขตจตุจักร,Bangkok,กรุงเทพมหานคร,10900,10,103005,1030,2
Bang Kho Laem,บางคอแหลม,Khet Bang Kho Laem,เขตบางคอแหลม,Bangkok,กรุงเทพมหานคร,10120,10,103101,1031,2
Wat Phraya Krai,วัดพระยาไกร,Khet Bang Kho Laem,เขตบางคอแหลม,Bangkok,กรุงเทพมหานคร,10120,10,103102,1031,2
Bang Khlo,บางโคล่,Khet Bang Kho Laem,เขตบางคอแหลม,Bangkok,กรุงเทพมหานคร,10120,10,103103,1031,2
Prawet,ประเวศ,Khet Prawet,เขตประเวศ,Bangkok,กรุงเทพมหานคร,10250,10,103201,1032,2
Nong Bon,หนองบอน,Khet Prawet,เขตประเวศ,Bangkok,กรุงเทพมหานคร,10250,10,103202,1032,2
Dokmai,ดอกไม้,Khet Prawet,เขตประเวศ,Bangkok,กรุงเทพมหานคร,10250,10,103203,1032,2
Suan Luang,สวนหลวง,Khet Prawet,เขตประเวศ,Bangkok,กรุงเทพมหานคร,10250,10,103204,1032,2
Khlong Toei,คลองเตย,Khet Khlong Toei,เขตคลองเตย,Bangkok,กรุงเทพมหานคร,10110,10,103301,1033,2
Khlong Tan,คลองตัน,Khet Khlong Toei,เขตคลองเตย,Bangkok,กรุงเทพมหานคร,10110,10,103302,1033,2
Phra Khanong,พระโขนง,Khet Khlong Toei,เขตคลองเตย,Bangkok,กรุงเทพมหานคร,10110,10,103303,1033,2
